,AAPL,AMZN,ATT,AUD,EUR,FBNDX,GE,GOLD,INTC,LEHM,SILVER,SPY
2005-02-28,1.602143,1.759,18.172205,0.7918,1.3228,7.5,270.769226,435.65,23.99,964.8763219,7.295,120.629997
2005-03-01,1.589286,1.7695,18.36858,0.7872,1.3188,7.5,270.923065,432.6,24.620001,964.1815647,7.22,121.230003
2005-03-02,1.575714,1.775,18.36858,0.7829,1.3142,7.5,273.846161,432.95,24.52,964.1890309,7.305,121.169998
2005-03-03,1.4925,1.7825,18.398792,0.783,1.311,7.5,273.461548,429.65,24.5,963.9412222,7.205,121.220001
2005-03-04,1.528929,1.7925,18.496979,0.7908,1.3237,7.52,277.846161,434.3,24.68,967.1468766,7.335,122.730003
2005-03-07,1.526786,1.816,18.444109,0.7924,1.3214,7.53,277.923065,434.55,25.110001,967.7359961,7.365,122.790001
2005-03-08,1.4475,1.7915,18.255287,0.7985,1.3344,7.51,277.384613,440.55,24.799999,964.7847865,7.505,122.330002
2005-03-09,1.405357,1.77,18.202417,0.7934,1.3392,7.47,274.923065,440.6,24.84,959.3869346,7.575,120.970001
2005-03-10,1.4225,1.7455,18.217524,0.7911,1.3418,7.48,277.923065,442.13,24.85,961.1326439,7.485,121.239998
2005-03-11,1.438214,1.7375,18.126888,0.7931,1.3458,7.46,275.538452,444.95,24.200001,958.0799497,7.525,120.389999
2005-03-14,1.44,1.73,18.194864,0.7875,1.3369,7.46,278.615387,440.98,24.27,958.7415564,7.365,121.139999
2005-03-15,1.462857,1.709,17.87009,0.7909,1.3307,7.45,276.923065,440.7,23.879999,957.602264,7.375,120.139999
2005-03-16,1.470714,1.6935,17.688822,0.7937,1.3417,7.45,273.923065,443.16,23.540001,957.9928506,7.415,119.120003
2005-03-17,1.508929,1.6985,17.673716,0.7937,1.3377,7.46,272.076935,438.8,23.41,959.6418441,7.37,119.360001
2005-03-18,1.534286,1.708,17.635952,0.795,1.3326,7.45,276.0,439.35,23.41,958.2161351,7.37,118.540001
2005-03-21,1.560714,1.6835,17.53021,0.7853,1.3157,7.44,277.0,431.2,23.5,957.3323052,7.09,118.099998
2005-03-22,1.529643,1.6575,17.401814,0.783,1.3087,7.41,273.076935,427.12,23.02,953.3753561,6.95,116.900002
2005-03-23,1.519643,1.659,17.673716,0.7726,1.2986,7.41,273.076935,425.35,23.389999,952.691444,6.96,117.0
2005-03-24,1.517857,1.644,17.598186,0.7726,1.2939,7.41,274.846161,425.05,23.18,953.4086305,6.92,117.139999
2005-03-28,1.518929,1.6695,17.741692,0.769,1.2898,7.4,276.692322,426.2,23.299999,952.1995963,6.885,117.309998
2005-03-29,1.491071,1.6715,17.620846,0.7705,1.2922,7.41,273.307678,426.1,23.15,953.3622345,6.955,116.529999
2005-03-30,1.528571,1.716,17.900303,0.7705,1.2915,7.42,278.461548,426.35,23.49,954.6677411,7.125,118.18
2005-03-31,1.488214,1.7135,17.89275,0.773,1.2964,7.44,277.384613,428.35,23.23,956.943407,7.115,117.959999
2005-04-01,1.460357,1.7005,17.87009,0.7713,1.2914,7.45,272.846161,426.25,23.01,958.8286564,7.005,117.43
2005-04-04,1.4675,1.75,18.058912,0.7678,1.2847,7.45,271.076935,424.25,22.93,958.7012311,7.025,117.629997
2005-04-05,1.496071,1.764,18.277946,0.7692,1.2869,7.44,273.076935,425.35,23.129999,957.9853794,7.045,118.190002
2005-04-06,1.511786,1.741,18.058912,0.765,1.2871,7.45,273.076935,426.7,23.049999,959.2335612,7.085,118.599998
2005-04-07,1.555714,1.745,18.006042,0.7662,1.2857,7.44,275.230774,425.9,23.41,957.913622,7.045,119.239998
2005-04-08,1.562143,1.73,17.938066,0.7718,1.2932,7.44,274.923065,427.1,23.290001,956.9517219,7.135,118.0
2005-04-11,1.497143,1.73,17.998489,0.7754,1.2972,7.44,275.538452,428.0,23.120001,958.1358842,7.225,118.089996
2005-04-12,1.523571,1.7315,18.043806,0.7755,1.2922,7.47,277.615387,428.2,23.219999,961.6082336,7.155,118.699997
2005-04-13,1.465714,1.715,17.998489,0.7778,1.2915,7.47,274.153839,428.9,22.82,961.4645175,7.195,117.300003
2005-04-14,1.330714,1.6985,17.862537,0.7703,1.2812,7.47,273.076935,424.0,22.49,961.8054116,7.035,115.769997
2005-04-15,1.2625,1.651,17.371601,0.7683,1.2924,7.49,275.0,424.9,22.120001,964.2510737,7.005,114.150002
2005-04-18,1.272143,1.65,17.53021,0.768,1.3025,7.49,276.923065,427.35,22.209999,965.2506121,7.01,114.5
2005-04-19,1.324643,1.639,17.522659,0.7719,1.3064,7.51,276.923065,434.0,22.629999,967.663296,7.235,115.410004
2005-04-20,1.268214,1.6625,17.341391,0.7757,1.3087,7.51,273.230774,434.6,22.66,967.4155159,7.315,113.800003
2005-04-21,1.327857,1.6865,17.507553,0.7759,1.3047,7.49,277.846161,432.57,23.360001,964.1035365,7.21,116.010002
2005-04-22,1.267857,1.652,17.522659,0.7813,1.3065,7.5,277.692322,434.6,23.24,965.7771292,7.265,115.57
2005-04-25,1.320714,1.6765,17.613293,0.7807,1.3007,7.5,279.846161,434.7,23.41,965.9106016,7.245,116.330002
2005-04-26,1.2925,1.6355,17.492447,0.7781,1.2985,7.49,278.307678,437.1,23.32,965.3298571,7.245,115.199997
2005-04-27,1.283929,1.586,17.703926,0.7769,1.293,7.5,280.0,432.47,23.51,966.2329133,7.095,115.650002
2005-04-28,1.269286,1.626,17.764351,0.779,1.2893,7.52,274.384613,431.4,23.190001,968.5477459,6.935,114.199997
2005-04-29,1.287857,1.618,17.97583,0.7813,1.2873,7.5,278.461548,434.4,23.52,967.0229392,6.905,115.75
2005-05-02,1.301071,1.655,17.960726,0.7798,1.2864,7.51,278.846161,429.8,23.549999,967.4098253,6.835,116.400002
2005-05-03,1.293214,1.6605,17.97583,0.7742,1.2873,7.5,277.692322,427.9,23.83,966.8529713,6.895,116.599998
2005-05-04,1.326786,1.698,17.97583,0.7809,1.2948,7.51,278.461548,429.8,24.110001,967.7788641,7.005,117.5
2005-05-05,1.31,1.698,17.885197,0.7808,1.2958,7.52,275.769226,430.4,24.26,968.9898579,7.045,117.459999
2005-05-06,1.33,1.726,17.839878,0.7753,1.2819,7.48,275.769226,426.2,24.49,964.5095142,6.925,117.089996
2005-05-09,1.320357,1.732,17.809668,0.7725,1.2842,7.48,278.692322,426.1,24.799999,964.1989829,7.06,117.82
2005-05-10,1.300714,1.7115,17.711479,0.7767,1.288,7.49,275.615387,426.6,24.67,966.1230636,7.085,116.599998
2005-05-11,1.271786,1.691,17.598186,0.7745,1.2815,7.5,278.384613,427.4,24.77,966.3273354,7.055,117.239998
2005-05-12,1.218929,1.6925,17.560423,0.7658,1.2696,7.5,275.923065,422.4,24.84,967.3157761,6.925,115.949997
2005-05-13,1.241786,1.695,17.432024,0.7615,1.2633,7.51,274.615387,420.4,25.120001,968.3593623,6.915,115.720001
2005-05-16,1.269643,1.727,17.635952,0.7561,1.2642,7.51,278.769226,419.75,25.33,968.3731076,6.945,116.800003
2005-05-17,1.262857,1.7365,17.741692,0.7554,1.2607,7.51,280.461548,418.75,25.700001,968.4660129,7.02,117.580002
2005-05-18,1.28,1.7665,17.885197,0.7611,1.2679,7.52,283.846161,421.75,25.93,970.3244087,7.185,118.790001
2005-05-19,1.341071,1.7795,17.92296,0.7582,1.2644,7.51,284.0,420.6,26.01,969.0395749,7.105,119.290001
2005-05-20,1.341071,1.775,17.847431,0.7561,1.2559,7.51,284.615387,417.65,26.35,968.4041119,6.935,119.120003
2005-05-23,1.42,1.784,17.900303,0.7595,1.2578,7.53,286.0,417.55,26.5,970.973918,6.965,119.779999
2005-05-24,1.417857,1.777,17.832327,0.7631,1.2585,7.54,285.153839,418.35,26.959999,972.0870364,6.995,119.5
2005-05-25,1.420714,1.7625,17.787008,0.7627,1.2601,7.54,283.538452,419.55,27.0,971.1744477,7.2225,119.410004
2005-05-26,1.455,1.7725,17.862537,0.7585,1.2512,7.53,284.153839,417.8,27.370001,971.0531472,7.125,120.050003
2005-05-27,1.448571,1.775,17.877644,0.7632,1.2586,7.54,283.692322,420.45,27.389999,971.4696994,7.245,120.25
2005-05-31,1.42,1.7755,17.658609,0.7559,1.2304,7.56,280.615387,417.25,26.959999,974.590741,7.405,119.480003
2005-06-01,1.439286,1.825,17.583082,0.7495,1.218,7.59,284.076935,415.4,27.290001,978.5727609,7.465,120.5
2005-06-02,1.43,1.8205,17.688822,0.7544,1.2267,7.6,283.846161,421.8,27.59,978.8852386,7.495,120.760002
2005-06-03,1.365714,1.7795,17.628399,0.7564,1.2236,7.52,282.307678,422.45,27.33,975.6799214,7.455,120.150002
2005-06-06,1.354286,1.7885,17.598186,0.7653,1.2259,7.52,281.615387,425.95,27.17,976.3404474,7.495,120.040001
2005-06-07,1.305,1.7675,17.703926,0.7689,1.2285,7.54,283.384613,424.75,26.860001,978.2651966,7.41,120.129997
2005-06-08,1.318571,1.7415,17.779455,0.765,1.2234,7.52,283.076935,423.15,27.1,976.775906,7.395,119.910004
2005-06-09,1.344643,1.76,17.681269,0.7678,1.223,7.51,283.0,423.7,27.700001,975.6583376,7.265,120.480003
2005-06-10,1.278929,1.7475,17.847431,0.7613,1.2119,7.49,281.769226,427.05,26.98,972.3766473,7.265,120.199997
2005-06-13,1.282143,1.7435,18.058912,0.7615,1.2109,7.48,281.153839,428.9,27.0,971.236282,7.265,120.580002
2005-06-14,1.285714,1.752,18.051359,0.7632,1.2032,7.47,280.076935,426.85,26.700001,969.8987917,7.245,120.860001
2005-06-15,1.326071,1.762,18.134441,0.7697,1.2115,7.48,279.384613,428.9,26.940001,970.1250658,7.3,121.089996
2005-06-16,1.356429,1.779,18.089125,0.7732,1.2108,7.49,277.769226,435.65,27.120001,971.7012804,7.345,121.400002
2005-06-17,1.368214,1.7655,18.141994,0.778,1.2286,7.49,280.769226,437.65,27.120001,971.5167219,7.325,121.360001
2005-06-20,1.343214,1.7845,18.179758,0.7757,1.2154,7.48,279.076935,437.9,26.9,971.0401682,7.265,121.400002
2005-06-21,1.352143,1.769,18.028702,0.7809,1.2183,7.5,278.076935,438.6,27.18,973.0416708,7.29,121.470001
2005-06-22,1.376786,1.761,17.960726,0.7788,1.2129,7.52,274.769226,438.15,27.110001,976.9757412,7.235,121.57
2005-06-23,1.388929,1.7715,17.87009,0.7714,1.2039,7.52,266.615387,441.3,26.77,976.2303241,7.26,119.860001
2005-06-24,1.348571,1.751,17.749245,0.7695,1.2092,7.53,267.538452,439.95,26.1,977.7490086,7.275,118.980003
2005-06-27,1.325,1.725,17.802114,0.7692,1.2165,7.53,266.230774,439.8,25.860001,978.4469888,7.215,119.150002
2005-06-28,1.3325,1.6855,17.900303,0.7625,1.2054,7.52,270.384613,435.55,26.33,976.1323148,7.065,120.150002
2005-06-29,1.298929,1.6675,18.081572,0.762,1.207,7.51,269.230774,437.25,26.25,975.2533175,7.075,119.830002
2005-06-30,1.314643,1.6545,17.938066,0.7625,1.2108,7.52,266.538452,435.5,26.02,976.8658093,7.045,119.18
2005-07-01,1.303571,1.6455,18.074018,0.7519,1.1959,7.5,267.230774,427.4,26.209999,973.0861126,6.8675,119.529999
2005-07-05,1.356429,1.704,18.202417,0.7413,1.1912,7.48,267.076935,423.6,26.68,970.6867278,6.885,120.489998
2005-07-06,1.335357,1.703,17.832327,0.7393,1.1933,7.49,264.0,423.76,26.5,972.0390702,6.94,119.480003
2005-07-07,1.343929,1.698,17.643505,0.7396,1.195,7.5,262.923065,424.2,26.559999,973.1703913,6.97,119.949997
2005-07-08,1.366071,1.737,17.802114,0.7419,1.1967,7.48,269.153839,423.1,27.280001,970.8192217,6.995,121.32
2005-07-11,1.360714,1.7795,17.968279,0.7474,1.2072,7.48,270.076935,425.9,27.700001,971.4698562,7.095,121.940002
2005-07-12,1.365714,1.8155,18.036255,0.7572,1.2241,7.47,270.0,426.95,27.75,969.9307744,7.055,122.260002
2005-07-13,1.369643,1.8255,18.043806,0.75,1.2094,7.47,270.615387,424.1,27.59,969.3685873,7.015,122.43
2005-07-14,1.455357,1.8595,18.202417,0.7525,1.2084,7.46,274.076935,419.6,27.879999,968.9088981,6.965,122.910004
2005-07-15,1.483929,1.8575,18.217524,0.7494,1.2035,7.46,273.307678,421.55,28.299999,969.1184913,6.965,122.839996
2005-07-18,1.481786,1.8595,18.006042,0.7538,1.2052,7.45,270.769226,421.05,28.23,967.627762,6.995,122.349998
2005-07-19,1.5425,1.9085,17.968279,0.7505,1.2034,7.46,271.769226,420.1,28.709999,968.6323476,6.955,123.019997
2005-07-20,1.558214,1.9085,17.97583,0.7557,1.2139,7.47,271.538452,423.15,27.440001,969.5579374,7.085,123.440002
2005-07-21,1.546071,1.8975,17.907854,0.7654,1.2171,7.44,269.230774,425.6,27.030001,965.1722343,7.115,122.720001
2005-07-22,1.571429,1.8975,17.915407,0.7634,1.2065,7.46,269.769226,425.0,26.75,967.2308687,7.085,123.540001
2005-07-25,1.564643,1.8975,17.998489,0.7628,1.206,7.45,267.461548,425.85,26.52,966.4256986,7.095,123.190002
2005-07-26,1.558214,1.887,18.157101,0.7579,1.2015,7.45,266.923065,423.5,26.889999,966.6431651,6.995,123.339996
2005-07-27,1.571071,2.1825,18.361027,0.7562,1.2068,7.44,267.692322,425.5,27.059999,965.7910844,7.045,123.790001
2005-07-28,1.564286,2.284,18.678247,0.76,1.2139,7.47,268.307678,428.0,27.34,968.3122863,7.18,124.57
2005-07-29,1.523214,2.2575,18.466766,0.7566,1.2123,7.45,265.384613,429.8,27.139999,965.2510897,7.205,123.739998
2005-08-01,1.526786,2.2465,18.481873,0.7617,1.2181,7.43,263.461548,432.2,27.110001,963.786398,7.27,123.650002
2005-08-02,1.5425,2.3255,18.625378,0.765,1.2191,7.43,263.461548,432.3,27.559999,963.0844512,7.24,124.389999
2005-08-03,1.543571,2.3055,18.859516,0.7718,1.2337,7.44,263.153839,436.8,27.639999,964.5201066,7.275,124.720001
2005-08-04,1.525357,2.273,18.685801,0.7725,1.2384,7.43,261.615387,437.6,27.01,963.6375035,7.2,123.720001
2005-08-05,1.535357,2.2635,18.587612,0.7682,1.2359,7.41,260.076935,437.3,26.77,960.3433522,7.125,122.879997
2005-08-08,1.523214,2.283,18.481873,0.7643,1.2351,7.4,259.692322,435.0,26.709999,959.437985,7.005,122.650002
2005-08-09,1.565,2.2965,18.534742,0.7615,1.237,7.41,262.615387,434.8,26.9,960.3863362,7.035,123.389999
2005-08-10,1.549286,2.238,18.617825,0.7653,1.2382,7.41,260.615387,437.6,26.879999,960.6983377,7.095,123.330002
2005-08-11,1.571429,2.2605,18.685801,0.7743,1.2471,7.42,265.461548,445.9,26.82,963.0987359,7.165,123.82
2005-08-12,1.646429,2.21,18.474319,0.7719,1.2441,7.45,263.461548,446.2,26.309999,966.1892733,7.075,123.059998
2005-08-15,1.702857,2.252,18.474319,0.769,1.2368,7.44,263.153839,442.4,26.530001,964.8048166,6.975,123.82
2005-08-16,1.651786,2.2135,18.323263,0.7696,1.2364,7.45,260.615387,446.15,26.0,966.6070982,7.03,122.209999
2005-08-17,1.683929,2.206,18.285498,0.7606,1.2271,7.44,262.307678,440.1,26.09,964.6108622,6.985,122.199997
2005-08-18,1.653571,2.1865,18.164654,0.7532,1.2175,7.46,261.461548,439.7,25.879999,967.0089183,6.995,122.190002
2005-08-19,1.636786,2.186,18.232628,0.7515,1.2153,7.46,261.153839,436.3,25.65,966.9900579,6.995,122.470001
2005-08-22,1.638214,2.1885,18.149548,0.755,1.2229,7.46,261.307678,438.2,26.059999,967.1280588,7.055,122.470001
2005-08-23,1.633571,2.171,18.277946,0.756,1.2236,7.46,261.307678,439.2,25.719999,967.9718405,6.965,122.239998
2005-08-24,1.634643,2.1185,18.058912,0.7557,1.2272,7.47,258.0,437.68,25.530001,968.2821393,6.925,121.150002
2005-08-25,1.645,2.1155,18.036255,0.7596,1.2301,7.47,257.692322,438.7,25.459999,969.1646834,6.835,121.589996
2005-08-26,1.633571,2.1185,17.907854,0.7561,1.2289,7.46,256.769226,437.7,25.41,967.7186769,6.735,120.760002
2005-08-29,1.637143,2.1395,17.998489,0.7528,1.2235,7.47,258.461548,436.9,25.73,968.2874837,6.745,121.690002
2005-08-30,1.663214,2.1245,17.983383,0.7491,1.2221,7.49,255.692307,431.6,25.57,971.5050571,6.755,121.050003
2005-08-31,1.674643,2.135,18.187311,0.7553,1.2346,7.51,258.538452,435.2,25.719999,974.4552781,6.83,122.580002
2005-09-01,1.652143,2.092,18.141994,0.7627,1.2502,7.52,254.92308,443.25,25.26,975.2970567,6.98,122.489998
2005-09-02,1.650714,2.0755,18.028702,0.7651,1.2531,7.51,256.384613,444.4,25.280001,974.5483166,7.015,122.269997
2005-09-06,1.742857,2.181,18.308157,0.7678,1.2465,7.49,261.076935,444.0,25.700001,972.5230393,7.035,123.699997
2005-09-07,1.738571,2.1865,18.187311,0.7657,1.2417,7.48,261.615387,444.7,25.66,970.0910718,7.04,123.910004
2005-09-08,1.777857,2.148,18.134441,0.773,1.2399,7.48,260.384613,447.4,26.09,970.048069,6.98,123.5
2005-09-09,1.8325,2.1475,18.164654,0.7751,1.241,7.49,261.384613,449.2,25.25,970.6079211,7.015,124.599998
2005-09-12,1.835714,2.225,17.990936,0.7686,1.2286,7.47,264.846161,449.75,24.99,969.2574974,7.025,124.349998
2005-09-13,1.815,2.1965,17.968279,0.7684,1.2267,7.49,263.692322,446.5,24.9,970.5451908,6.955,123.660004
2005-09-14,1.771786,2.155,17.89275,0.7717,1.2286,7.48,261.923065,450.3,24.49,969.4064222,6.995,123.209999
2005-09-15,1.781071,2.1355,18.058912,0.7667,1.2224,7.46,264.461548,455.75,24.549999,967.5793597,7.065,123.150002
2005-09-16,1.828929,2.14,18.300604,0.7676,1.2237,7.45,265.153839,459.75,24.809999,965.3616011,7.235,123.5
2005-09-19,1.88,2.1375,18.172205,0.7671,1.2142,7.46,261.923065,464.75,24.68,966.2891939,7.305,123.089996
2005-09-20,1.899643,2.0935,18.187311,0.7663,1.2115,7.45,260.307678,463.85,24.48,965.9024696,7.285,122.050003
2005-09-21,1.861071,2.0625,18.081572,0.7715,1.2214,7.47,258.076935,472.35,24.5,967.8776377,7.425,120.910004
2005-09-22,1.853571,2.104,17.998489,0.7627,1.2155,7.47,256.153839,466.05,24.559999,968.2414254,7.355,121.339996
2005-09-23,1.9,2.1095,17.953173,0.7572,1.204,7.45,256.923065,463.25,24.379999,965.3995758,7.285,121.440002
2005-09-26,1.922857,2.167,18.006042,0.7573,1.2072,7.44,255.92308,466.65,24.219999,963.9030723,7.335,121.580002
2005-09-27,1.908571,2.158,17.854984,0.7559,1.2014,7.43,258.769226,462.5,23.83,963.3761712,7.28,121.550003
2005-09-28,1.824286,2.1685,18.051359,0.7592,1.2036,7.44,257.615387,469.0,23.950001,964.7171893,7.345,121.669998
2005-09-29,1.869286,2.2395,17.915407,0.76,1.2032,7.44,258.846161,472.15,24.48,963.4870313,7.475,122.660004
2005-09-30,1.914643,2.265,18.104231,0.762,1.2026,7.42,259.0,469.3,24.65,961.5540484,7.455,123.040001
2005-10-03,1.944286,2.3005,18.096678,0.763,1.1918,7.4,255.615387,465.95,24.6,959.3169354,7.395,122.599998
2005-10-04,1.919643,2.2465,18.096678,0.7636,1.1918,7.41,252.692307,466.25,24.5,959.5876395,7.365,121.220001
2005-10-05,1.885,2.2245,17.613293,0.7564,1.1975,7.41,251.384613,464.75,24.07,960.2252948,7.395,119.629997
2005-10-06,1.846429,2.2005,17.439577,0.7584,1.2179,7.4,258.384613,473.45,23.76,960.1053359,7.555,119.199997
2005-10-07,1.832143,2.186,17.182779,0.757,1.213,7.41,263.230774,474.85,23.82,960.3991787,7.715,119.610001
2005-10-11,1.8425,2.17,17.039274,0.7524,1.1993,7.4,260.0,475.5,23.42,959.607858,7.805,118.43
2005-10-12,1.758929,2.1275,16.850452,0.7549,1.2024,7.38,260.0,470.9,23.24,957.1386466,7.735,117.5
2005-10-13,1.919286,2.131,16.805136,0.7508,1.2026,7.37,261.692322,471.6,23.200001,955.4817284,7.705,117.43
2005-10-14,1.928571,2.1895,16.767372,0.7523,1.2075,7.36,264.153839,469.7,23.23,954.7381971,7.795,118.669998
2005-10-17,1.908571,2.251,16.767372,0.75,1.2025,7.37,261.615387,474.0,23.459999,954.977882,7.795,119.110001
2005-10-18,1.864643,2.2325,16.691843,0.7479,1.1959,7.37,261.538452,472.2,23.719999,955.5685111,7.775,117.82
2005-10-19,1.962143,2.293,16.925982,0.7502,1.1992,7.38,264.692322,464.55,23.690001,956.166754,7.605,119.779999
2005-10-20,2.005,2.2505,17.02417,0.753,1.2023,7.38,260.615387,461.2,23.620001,956.1019378,7.615,117.669998
2005-10-21,1.987857,2.2975,17.371601,0.749,1.1954,7.4,259.461548,466.9,23.15,958.851976,7.655,118.129997
2005-10-24,2.028214,2.3465,17.817221,0.7516,1.1986,7.38,262.538452,465.25,23.1,956.8766718,7.665,119.959999
2005-10-25,2.003571,2.3085,17.89275,0.7568,1.2106,7.36,260.846161,472.6,23.110001,954.1691591,7.795,119.720001
2005-10-26,2.036786,1.9875,17.862537,0.7548,1.2069,7.33,259.230774,470.95,23.07,950.4257793,7.785,119.370003
2005-10-27,1.978929,1.953,17.900303,0.757,1.2141,7.34,258.307678,473.65,22.84,951.55405,7.805,118.099998
2005-10-28,1.945357,1.9475,18.043806,0.7493,1.2069,7.34,261.923065,473.5,23.33,950.9521859,7.785,119.800003
2005-10-31,2.056786,1.993,18.013596,0.7482,1.1992,7.34,260.846161,465.19,23.5,951.2542032,7.575,120.129997
2005-11-01,2.053571,2.0185,17.960726,0.7444,1.2019,7.33,258.461548,459.15,22.65,950.3253469,7.445,120.489998
2005-11-02,2.141071,2.0375,18.058912,0.7429,1.2073,7.32,260.076935,463.2,23.370001,948.7424932,7.525,121.75
2005-11-03,2.208929,2.078,17.764351,0.7394,1.1945,7.31,261.384613,461.1,23.889999,946.5682191,7.575,122.269997
2005-11-04,2.183929,2.0545,17.87009,0.7332,1.1813,7.31,261.692322,456.9,23.99,945.9596025,7.555,122.110001
2005-11-07,2.151071,2.0695,17.681269,0.733,1.1805,7.31,261.692322,459.6,24.5,946.9004099,7.585,122.230003
2005-11-08,2.139286,2.0975,17.824774,0.7346,1.1782,7.33,259.692322,460.8,24.549999,950.0127196,7.615,122.230003
2005-11-09,2.146786,2.07,17.824774,0.7366,1.1765,7.31,260.923065,467.1,24.799999,947.0611098,7.68,122.389999
2005-11-10,2.185,2.109,18.043806,0.7301,1.1687,7.33,265.384613,466.85,25.24,950.2036082,7.68,123.339996
2005-11-14,2.194643,2.1265,18.089125,0.7271,1.1689,7.32,264.615387,467.5,25.370001,948.1553497,7.72,123.690002
2005-11-15,2.224286,2.2225,18.043806,0.7334,1.1719,7.33,264.615387,468.53,25.08,949.8652877,7.7575,123.239998
2005-11-16,2.319643,2.265,17.990936,0.7307,1.167,7.35,265.692322,479.3,24.91,952.772642,8.03,123.489998
2005-11-17,2.304286,2.337,18.255287,0.7338,1.175,7.36,266.615387,486.0,25.110001,954.2169694,8.07,124.639999
2005-11-18,2.305714,2.399,18.413897,0.7333,1.1775,7.35,275.0,485.8,25.299999,952.3558609,8.05,125.129997
2005-11-21,2.32,2.3995,18.406343,0.7361,1.1725,7.36,278.461548,491.76,25.25,954.4607098,8.16,125.760002
2005-11-22,2.375714,2.4425,18.70846,0.7376,1.1814,7.38,277.384613,494.58,26.16,956.2617479,8.18,126.300003
2005-11-23,2.396786,2.412,18.640484,0.7377,1.1823,7.36,276.461548,492.5,26.639999,954.292257,8.1,127.029999
2005-11-25,2.476429,2.403,18.70846,0.7358,1.1725,7.38,278.461548,496.08,26.809999,956.1238606,8.215,127.129997
2005-11-28,2.487857,2.4175,18.942598,0.7417,1.185,7.38,276.769226,498.7,26.860001,957.2244537,8.35,126.230003
2005-11-29,2.432143,2.4275,18.919941,0.7379,1.1779,7.36,276.384613,499.8,26.780001,953.9036401,8.29,126.089996
2005-11-30,2.422143,2.423,18.814199,0.738,1.1788,7.35,274.769226,493.08,26.68,952.7667807,8.24,125.410004
2005-12-01,2.557143,2.45,19.108761,0.742,1.1737,7.34,275.0,503.9,27.18,951.4671012,8.51,126.690002
2005-12-02,2.593929,2.453,18.935045,0.748,1.1718,7.34,273.076935,503.38,27.43,951.5657607,8.555,126.849998
2005-12-05,2.565,2.4415,19.101208,0.7517,1.1788,7.33,275.153839,509.4,26.9,950.119035,8.64,126.580002
2005-12-06,2.644643,2.463,19.033234,0.753,1.178,7.35,275.384613,511.4,26.67,953.2148861,8.705,126.82
